Order ID,Date,Customer_Name,Product,Category,Quantity,Price,City,Discount,Payment Mode,Order Status,Salesperson,Profit,Shipping Cost,Remarks
ORD3269,2025-03-25,Kelli Ortega,MacBook Air,Mobile,2,98028,Bengaluru,7%,Credit Card,Cancelled,Riya,-4017,432,-
ORD3270,2025-01-12,Kim Hill,OnePlus 11,Mobile,1,138103,Kolkata,12%,Credit Card,Delayed,Sarah,8023,552,Urgent
ORD3271,2025-02-19,Christopher Davis,AirPods Pro,Tablet,5,144852,Kolkata,3%,Debit Card,Delayed,John,4231,105,-
ORD3272,2024-05-26,Charles Garcia,iPhone 13,Accessories,3,43351,Mumbai,13%,Debit Card,Cancelled,John,1249,578,Fragile
ORD3273,2024-04-29,Dr. Haley Shaw,OnePlus 11,Mobile,4,111197,Bengaluru,4%,Credit Card,Delayed,John,18816,822,Urgent
ORD3274,2024-08-20,Danielle Griffith,AirPods Pro,Laptop,3,25986,Delhi,20%,UPI,Delivered,John,19556,333,-
ORD3275,2025-02-02,Cheryl Jacobs,Fitbit Charge,Accessories,5,68436,Bengaluru,2%,Credit Card,Delayed,Sarah,-636,590,No stock
ORD3276,2025-02-11,Kathryn Contreras,Galaxy Tab,Laptop,3,128602,Bengaluru,13%,Debit Card,Pending,Arjun,2230,623,Fragile
ORD3277,2025-04-16,Tyler Ramos,iPhone 13,Laptop,5,65334,Hyderabad,11%,Cash,Delayed,Riya,-4761,925,No stock
ORD3278,2024-06-21,Joshua Green,AirPods Pro,Mobile,2,84799,Kolkata,10%,Cash,Pending,David,8580,215,Urgent
ORD3279,2024-10-14,Ross Gomez,iPhone 13,Mobile,4,63848,Mumbai,17%,UPI,Delivered,Priya,1263,585,No stock
ORD3280,2025-03-09,Jennifer Buchanan,MacBook Air,Accessories,1,48699,Chennai,4%,Net Banking,Pending,David,-1586,602,Urgent
ORD3281,2024-07-11,Ryan Bowen,Galaxy Tab,Tablet,4,136772,Bengaluru,5%,Debit Card,Cancelled,John,15836,785,Urgent
ORD3282,2024-10-30,Melissa Cruz,Galaxy Tab,Laptop,2,26228,Kolkata,14%,Net Banking,Pending,Sarah,4339,916,Late delivery
ORD3283,2024-05-30,Carrie Anderson,AirPods Pro,Accessories,5,28836,Mumbai,6%,Cash,Delayed,Sarah,-208,711,-
ORD3284,2025-03-24,Beth Weber,iPhone 13,Accessories,3,19564,Mumbai,2%,UPI,Delivered,Sarah,15626,923,No stock
ORD3285,2024-10-16,Matthew Johnson,Galaxy Tab,Laptop,1,115450,Kolkata,1%,Debit Card,Delivered,Riya,11821,575,No stock
ORD3286,2024-10-09,Katelyn Joyce,iPhone 13,Accessories,4,111497,Delhi,19%,Credit Card,Cancelled,Riya,-3942,437,Late delivery
ORD3287,2024-11-05,Nicholas Brown,OnePlus 11,Laptop,5,43927,Kolkata,9%,Cash,Pending,Sarah,6317,305,Late delivery
ORD3288,2024-09-19,Mary Hinton,Fitbit Charge,Laptop,1,80139,Kolkata,5%,Net Banking,Delayed,John,6497,856,Late delivery
ORD3289,2024-06-09,Dylan Olson,Galaxy Tab,Mobile,1,47018,Delhi,9%,Cash,Cancelled,John,14041,400,No stock
ORD3290,2024-08-13,Kimberly Sanford,iPhone 13,Smartwatch,3,55523,Bengaluru,19%,Credit Card,Pending,John,7961,525,Late delivery
ORD3291,2024-11-02,Scott Anderson,Galaxy Tab,Laptop,1,76486,Hyderabad,18%,Debit Card,Cancelled,John,-2640,635,No stock
ORD3292,2024-09-23,Emily Newman,MacBook Air,Mobile,3,95881,Kolkata,16%,Credit Card,Pending,John,2203,365,Late delivery
ORD3293,2025-02-25,Bradley Kelly,Fitbit Charge,Tablet,5,102956,Kolkata,17%,UPI,Pending,Sarah,18692,115,Fragile
ORD3294,2024-07-18,Colleen Sullivan,iPhone 13,Laptop,2,30933,Kolkata,15%,Net Banking,Delivered,David,-1586,241,Late delivery
ORD3295,2024-06-20,Alexander Beck,MacBook Air,Smartwatch,3,42421,Delhi,8%,Credit Card,Delivered,John,13731,861,-
ORD3296,2024-08-13,Joshua Miller,OnePlus 11,Tablet,3,141874,Kolkata,3%,Credit Card,Delayed,David,16463,988,Late delivery
ORD3297,2024-12-20,Amanda Holmes,Fitbit Charge,Mobile,5,17018,Chennai,14%,UPI,Pending,David,16913,348,Urgent
ORD3298,2024-12-17,Michael Griffith,MacBook Air,Tablet,3,35962,Mumbai,19%,Credit Card,Pending,Riya,7062,418,Urgent
ORD3299,2024-11-04,Sharon Ramirez,OnePlus 11,Smartwatch,1,147714,Delhi,19%,Credit Card,Pending,Riya,19257,936,Late delivery
ORD3300,2025-04-28,Patricia Johnson,OnePlus 11,Smartwatch,4,21993,Mumbai,9%,Cash,Delivered,Arjun,10502,225,No stock
ORD3301,2024-10-16,Brent Woodard,Galaxy Tab,Tablet,4,104349,Mumbai,18%,Debit Card,Delivered,David,-4628,708,Urgent
ORD3302,2024-06-20,Keith Rivera,AirPods Pro,Laptop,4,94161,Bengaluru,0%,Debit Card,Pending,Arjun,17616,348,No stock
ORD3303,2024-07-08,Kaitlyn Robinson,AirPods Pro,Mobile,4,143667,Chennai,19%,Debit Card,Delayed,Riya,9512,889,Urgent
ORD3304,2024-04-30,Denise Butler,Fitbit Charge,Accessories,5,148222,Hyderabad,1%,UPI,Delivered,Arjun,13835,360,Fragile
ORD3305,2025-02-25,Lindsay Martinez,MacBook Air,Laptop,1,122543,Hyderabad,7%,Cash,Pending,David,15059,192,Late delivery
ORD3306,2024-11-18,Dwayne Tyler,OnePlus 11,Mobile,2,102388,Kolkata,12%,Cash,Delivered,John,9696,617,No stock
ORD3307,2024-07-30,Patricia Graves,MacBook Air,Laptop,4,7186,Hyderabad,4%,UPI,Pending,Sarah,-2422,533,Fragile
ORD3308,2025-04-14,Ronald Smith,Fitbit Charge,Accessories,1,142672,Delhi,19%,Credit Card,Pending,David,-1066,822,Fragile
ORD3309,2024-10-19,Rachel Smith,Galaxy Tab,Accessories,3,13001,Kolkata,9%,Net Banking,Cancelled,Priya,12722,643,No stock
ORD3310,2025-01-17,Natasha Mccann,Fitbit Charge,Mobile,3,92372,Bengaluru,9%,UPI,Delayed,Riya,12921,612,Fragile
ORD3311,2025-04-13,Krystal Buck,Fitbit Charge,Mobile,1,65180,Hyderabad,4%,Cash,Delivered,Arjun,-3901,307,No stock
ORD3312,2024-07-24,Nicole Gonzalez,OnePlus 11,Laptop,4,124941,Bengaluru,20%,Credit Card,Pending,David,11138,219,Late delivery
ORD3313,2025-01-11,James Thompson,Galaxy Tab,Accessories,5,94305,Kolkata,6%,UPI,Delivered,Priya,18560,284,Fragile
ORD3314,2025-04-15,Willie Brown,MacBook Air,Laptop,4,149664,Hyderabad,2%,Debit Card,Delivered,Sarah,-4070,618,Fragile
ORD3315,2025-01-23,Suzanne Harris,OnePlus 11,Laptop,1,106566,Bengaluru,11%,Cash,Delayed,Sarah,7976,998,-
ORD3316,2024-08-09,Thomas Stephens,AirPods Pro,Mobile,4,117177,Delhi,5%,Credit Card,Delayed,David,7398,910,Late delivery
ORD3317,2025-03-08,Peter Wagner,Fitbit Charge,Tablet,2,44119,Mumbai,3%,UPI,Delayed,Arjun,11359,364,No stock
ORD3318,2024-04-29,Elizabeth Meyer,OnePlus 11,Accessories,2,38232,Mumbai,0%,Credit Card,Pending,Arjun,4486,407,Fragile
ORD3319,2025-03-10,Michael Phillips,AirPods Pro,Tablet,4,17997,Delhi,9%,UPI,Delayed,David,15260,658,Late delivery
ORD3320,2024-12-04,Vanessa Martinez,AirPods Pro,Laptop,2,149997,Hyderabad,16%,Net Banking,Cancelled,Riya,6393,573,Late delivery
ORD3321,2024-08-20,Andrea Allen,MacBook Air,Mobile,3,60444,Chennai,0%,UPI,Delivered,Priya,-3426,520,Late delivery
ORD3322,2024-10-12,Thomas Gonzalez,MacBook Air,Smartwatch,3,129449,Kolkata,10%,Debit Card,Delivered,Riya,12120,953,No stock
ORD3323,2024-12-18,Margaret Scott,MacBook Air,Accessories,5,101654,Chennai,18%,Net Banking,Delayed,Riya,583,527,No stock
ORD3324,2024-11-22,Mike Walker,Galaxy Tab,Smartwatch,3,15297,Mumbai,20%,Net Banking,Pending,Arjun,-3906,300,Late delivery
ORD3325,2024-12-04,Jesse Hunt,iPhone 13,Mobile,1,22988,Chennai,13%,UPI,Delivered,David,10664,177,Urgent
ORD3326,2024-05-01,Alice Khan,Galaxy Tab,Laptop,4,43380,Kolkata,11%,Credit Card,Cancelled,John,-2219,110,Fragile
ORD3327,2024-05-22,Jessica Glass,iPhone 13,Tablet,5,17668,Hyderabad,19%,Cash,Delivered,David,2834,444,Late delivery
ORD3328,2025-04-20,Angela Huff,iPhone 13,Mobile,5,16117,Hyderabad,20%,UPI,Delayed,Sarah,-485,225,-
ORD3329,2024-08-31,Tina Carter,OnePlus 11,Mobile,4,27691,Delhi,8%,Debit Card,Delayed,John,14815,825,Fragile
ORD3330,2024-05-30,Karl Sanders,iPhone 13,Mobile,3,117720,Hyderabad,0%,UPI,Cancelled,John,-973,118,No stock
ORD3331,2024-10-27,Carol Sherman MD,iPhone 13,Mobile,1,45734,Mumbai,10%,Net Banking,Cancelled,Riya,9619,406,Late delivery
ORD3332,2024-07-22,Eric Banks,Galaxy Tab,Mobile,4,108671,Bengaluru,19%,Net Banking,Pending,Sarah,1571,673,-
ORD3333,2025-04-16,Christina Hernandez,MacBook Air,Mobile,3,23506,Delhi,10%,Debit Card,Cancelled,Sarah,239,569,-
ORD3334,2025-03-05,David Howard,Galaxy Tab,Accessories,4,67360,Delhi,11%,Debit Card,Pending,John,-3840,315,-
ORD3335,2024-05-25,Eileen Tucker,MacBook Air,Mobile,3,27173,Hyderabad,17%,Debit Card,Cancelled,Arjun,7902,439,Fragile
ORD3336,2025-03-21,Caitlin Holland,Fitbit Charge,Smartwatch,1,40760,Mumbai,18%,Cash,Delayed,Sarah,-4467,921,-
ORD3337,2024-09-23,Holly Owen,iPhone 13,Tablet,2,83015,Delhi,12%,Debit Card,Delivered,Arjun,-1908,484,No stock
ORD3338,2024-11-02,Joshua Joyce,Galaxy Tab,Laptop,4,11751,Delhi,4%,Debit Card,Pending,Priya,-1131,145,Late delivery
ORD3339,2024-11-30,Melanie Oconnor,Fitbit Charge,Accessories,1,106839,Hyderabad,18%,Net Banking,Delayed,Sarah,3589,819,No stock
ORD3340,2024-08-03,Dennis Miller,AirPods Pro,Tablet,5,60789,Delhi,4%,Credit Card,Delayed,Priya,909,675,Fragile
ORD3341,2025-03-25,Victor Fisher,Galaxy Tab,Accessories,1,88513,Kolkata,12%,Net Banking,Cancelled,Riya,9609,844,Urgent
ORD3342,2024-12-13,Richard Mclaughlin,iPhone 13,Mobile,4,99317,Chennai,20%,Credit Card,Cancelled,John,-549,926,-
ORD3343,2025-03-08,Patrick Mason,iPhone 13,Tablet,1,14507,Hyderabad,9%,Debit Card,Delayed,John,10727,277,-
ORD3344,2024-05-05,Nathan Weeks,OnePlus 11,Accessories,4,46194,Mumbai,14%,Cash,Pending,Riya,15177,379,Urgent
ORD3345,2025-02-14,Danielle Case,OnePlus 11,Laptop,1,13230,Hyderabad,16%,UPI,Delayed,Sarah,2247,821,Fragile
ORD3346,2025-02-18,Ann Rowe,Fitbit Charge,Laptop,4,27282,Kolkata,5%,Cash,Pending,Priya,7980,139,Urgent
ORD3347,2025-03-20,Jessica Murphy,iPhone 13,Accessories,1,138018,Chennai,17%,Cash,Delivered,Riya,8789,315,-
ORD3348,2024-05-26,Todd Richardson,Galaxy Tab,Tablet,1,58874,Delhi,7%,Credit Card,Delivered,John,-3812,776,-
ORD3349,2025-03-05,Donald Whitney,MacBook Air,Mobile,4,99248,Mumbai,17%,UPI,Cancelled,Sarah,2415,503,Urgent
ORD3350,2025-03-03,Michelle Henson,AirPods Pro,Tablet,2,77338,Chennai,7%,UPI,Delayed,Arjun,-1799,910,Fragile
ORD3351,2025-03-31,Micheal Russo,iPhone 13,Mobile,4,129478,Chennai,4%,Net Banking,Delivered,David,-1853,840,-
ORD3352,2024-05-04,Anthony Mccarthy,Galaxy Tab,Accessories,5,125431,Hyderabad,5%,Net Banking,Delayed,Sarah,19502,863,Urgent
ORD3353,2025-01-05,Elizabeth Strickland,Fitbit Charge,Tablet,1,57381,Kolkata,13%,Net Banking,Cancelled,Priya,953,353,Fragile
ORD3354,2024-09-03,Theresa Moreno,OnePlus 11,Laptop,5,21349,Hyderabad,12%,UPI,Cancelled,Arjun,19993,662,Fragile
ORD3355,2024-06-13,Mr. Jay Simmons PhD,Fitbit Charge,Mobile,2,14896,Chennai,13%,Net Banking,Cancelled,Priya,10250,913,Late delivery
ORD3356,2024-11-05,Darlene Ramirez,AirPods Pro,Tablet,4,20165,Bengaluru,6%,Credit Card,Cancelled,Priya,8827,916,Fragile
ORD3357,2024-08-14,Matthew Smith,AirPods Pro,Mobile,1,95377,Kolkata,2%,UPI,Delivered,Priya,-4559,507,Urgent
ORD3358,2024-11-08,Jeffrey Nguyen,OnePlus 11,Mobile,3,55578,Hyderabad,1%,UPI,Delivered,Priya,14389,534,Late delivery
ORD3359,2024-10-19,Taylor Lewis,MacBook Air,Accessories,2,69662,Chennai,12%,UPI,Delayed,Priya,12725,228,-
ORD3360,2024-07-04,Nicole Morales,iPhone 13,Smartwatch,5,18178,Bengaluru,7%,Net Banking,Pending,Arjun,6249,125,Late delivery
ORD3361,2024-12-06,Elizabeth Wilson,MacBook Air,Tablet,3,30341,Delhi,4%,UPI,Pending,Arjun,9992,644,Urgent
ORD3362,2024-05-20,Matthew Walker,OnePlus 11,Smartwatch,5,53567,Delhi,4%,Debit Card,Delivered,Sarah,6140,659,Fragile
ORD3363,2024-10-27,Steven Lee,Galaxy Tab,Laptop,2,103257,Delhi,1%,UPI,Delayed,Arjun,5072,958,Fragile
ORD3364,2024-07-21,Patrick Kidd,iPhone 13,Laptop,1,46015,Delhi,1%,Cash,Delayed,John,9045,732,Fragile
ORD3365,2024-12-13,Leslie Berry,AirPods Pro,Tablet,4,133627,Delhi,20%,Debit Card,Delivered,Riya,-1592,732,Fragile
ORD3366,2024-11-02,Brandon Torres,iPhone 13,Smartwatch,5,44631,Mumbai,10%,Cash,Pending,John,14621,592,Late delivery
ORD3367,2024-06-27,Darren Rogers,MacBook Air,Smartwatch,3,6640,Bengaluru,18%,Net Banking,Delivered,John,-1050,893,Urgent
ORD3368,2024-07-27,Marcia Mclaughlin,Galaxy Tab,Accessories,5,72101,Chennai,5%,UPI,Pending,Riya,19964,962,Urgent
ORD3369,2024-08-16,Mrs. Marie Wallace,Galaxy Tab,Accessories,4,42602,Delhi,3%,Debit Card,Delayed,Sarah,6065,123,Urgent
ORD3370,2024-11-18,Angela Tucker,MacBook Air,Smartwatch,1,149265,Kolkata,20%,Credit Card,Delayed,John,6804,409,Fragile
ORD3371,2024-12-20,Brian Rivas,OnePlus 11,Mobile,3,36883,Hyderabad,7%,Cash,Pending,David,18782,805,Late delivery
ORD3372,2024-06-12,Chad Graves,Galaxy Tab,Laptop,1,108266,Bengaluru,3%,Debit Card,Pending,Sarah,6463,771,Fragile
ORD3373,2024-07-29,Erica Lambert,AirPods Pro,Smartwatch,2,124979,Bengaluru,13%,Net Banking,Cancelled,Priya,4677,520,No stock
ORD3374,2024-09-12,Scott Hall,Galaxy Tab,Mobile,3,116947,Chennai,8%,Debit Card,Delayed,Priya,6608,575,Late delivery
ORD3375,2024-06-02,Wendy Shaw,MacBook Air,Smartwatch,4,66629,Kolkata,5%,Net Banking,Delayed,John,13210,479,No stock
ORD3376,2024-07-30,Shannon Odonnell,Galaxy Tab,Smartwatch,5,25041,Kolkata,0%,Cash,Cancelled,Riya,9450,363,Late delivery
ORD3377,2025-03-11,Carly Yang,Galaxy Tab,Laptop,2,62585,Bengaluru,18%,Debit Card,Delayed,John,-3570,451,-
ORD3378,2024-08-19,Sabrina Delacruz,AirPods Pro,Laptop,5,140382,Delhi,2%,Net Banking,Delayed,John,7165,283,-
ORD3379,2025-02-10,Steve Huynh,iPhone 13,Mobile,5,101574,Hyderabad,1%,Debit Card,Delayed,Priya,12328,845,Fragile
ORD3380,2025-02-27,Kelly Moreno,iPhone 13,Mobile,2,124956,Hyderabad,13%,Credit Card,Delayed,Arjun,18157,866,Urgent
ORD3381,2024-07-12,Dr. Samuel Pineda Jr.,iPhone 13,Smartwatch,2,29267,Delhi,20%,Cash,Delivered,Sarah,3759,798,-
ORD3382,2024-07-10,Thomas Poole,AirPods Pro,Laptop,2,88854,Hyderabad,9%,UPI,Pending,David,8319,206,Late delivery
ORD3383,2024-07-14,Lindsey Kim,Fitbit Charge,Smartwatch,4,15405,Hyderabad,10%,UPI,Delivered,John,-4354,602,Fragile
ORD3384,2025-04-17,Anna Richardson,MacBook Air,Smartwatch,3,64529,Mumbai,12%,Debit Card,Cancelled,Riya,1906,485,Fragile
ORD3385,2024-05-19,Geoffrey Thomas,Galaxy Tab,Smartwatch,4,49319,Bengaluru,5%,Net Banking,Pending,Priya,7927,509,-
ORD3386,2025-01-20,Nicholas Figueroa,Fitbit Charge,Accessories,4,103188,Hyderabad,2%,Credit Card,Pending,Arjun,15423,254,No stock
ORD3387,2025-01-31,Kimberly Farmer,AirPods Pro,Smartwatch,3,74842,Bengaluru,16%,Net Banking,Pending,David,15464,618,No stock
ORD3388,2025-04-26,Stephen Cochran,Fitbit Charge,Tablet,2,91944,Delhi,7%,Debit Card,Pending,David,17513,222,No stock
ORD3389,2024-05-28,Shawn Barton,AirPods Pro,Tablet,3,128467,Kolkata,9%,Credit Card,Pending,David,1037,714,Late delivery
ORD3390,2024-11-24,Joshua Miller,OnePlus 11,Tablet,5,120136,Bengaluru,16%,Debit Card,Delayed,Arjun,19958,235,No stock
ORD3391,2024-07-20,Adam Simpson,Fitbit Charge,Laptop,5,22500,Mumbai,7%,Credit Card,Delivered,Priya,2560,904,Late delivery
ORD3392,2025-03-17,Andre Reeves,OnePlus 11,Smartwatch,3,39609,Hyderabad,11%,Cash,Cancelled,Riya,-4295,278,Urgent
ORD3393,2025-04-11,Aaron Williams,MacBook Air,Tablet,2,134460,Hyderabad,15%,UPI,Pending,Priya,19291,707,-
ORD3394,2024-07-15,Michael Ewing,MacBook Air,Tablet,1,91479,Chennai,10%,Debit Card,Delivered,Sarah,17967,809,Urgent
ORD3395,2024-12-26,Jesse Rodriguez,Galaxy Tab,Tablet,3,57195,Delhi,3%,Debit Card,Delivered,Priya,12212,544,-
ORD3396,2024-11-17,Anthony Jones,iPhone 13,Smartwatch,2,104012,Delhi,5%,Cash,Delivered,David,1327,718,No stock
ORD3397,2024-06-18,Misty Roman,iPhone 13,Laptop,3,35550,Chennai,7%,Cash,Delivered,John,-1068,776,Late delivery
ORD3398,2024-11-25,Jennifer Allen,Fitbit Charge,Mobile,5,26497,Chennai,11%,Debit Card,Delayed,David,12142,549,Urgent
ORD3399,2024-06-03,Vanessa Rogers,AirPods Pro,Smartwatch,1,63366,Chennai,17%,Cash,Cancelled,Riya,-4361,823,-
ORD3400,2024-06-29,William Frey,iPhone 13,Smartwatch,1,49971,Chennai,20%,Cash,Pending,Sarah,18794,668,Late delivery
ORD3401,2024-07-09,Joseph Ramirez,Fitbit Charge,Accessories,2,57317,Hyderabad,8%,Credit Card,Cancelled,Sarah,10279,490,Urgent
ORD3402,2024-10-24,Heather Olsen,Fitbit Charge,Tablet,1,93935,Chennai,20%,UPI,Delivered,Riya,16651,381,Late delivery
ORD3403,2024-10-15,Adriana Gibson,Galaxy Tab,Laptop,5,111254,Chennai,6%,Net Banking,Pending,Riya,666,799,Urgent
ORD3404,2025-01-12,Diane Bradshaw,Galaxy Tab,Accessories,1,91971,Delhi,9%,Cash,Pending,Sarah,1146,186,Urgent
ORD3405,2025-01-27,Amy Rios,Galaxy Tab,Accessories,5,95601,Delhi,19%,Debit Card,Cancelled,John,6117,596,Fragile
ORD3406,2024-10-24,Melissa Ball,Fitbit Charge,Smartwatch,1,149478,Delhi,9%,Net Banking,Delayed,Riya,-1327,135,Late delivery
ORD3407,2025-04-19,Mrs. Jamie Rogers,MacBook Air,Smartwatch,5,76279,Hyderabad,4%,Net Banking,Delivered,David,-2972,481,Fragile
ORD3408,2025-04-03,Joseph Olson,Galaxy Tab,Mobile,3,91562,Hyderabad,3%,Debit Card,Delayed,Sarah,11638,194,-
ORD3409,2024-09-09,Leslie Maddox,AirPods Pro,Laptop,1,30833,Delhi,18%,UPI,Delivered,Arjun,5340,561,No stock
ORD3410,2024-08-08,Patricia Bolton,iPhone 13,Tablet,5,127061,Bengaluru,11%,Credit Card,Delayed,John,18333,126,Late delivery
ORD3411,2024-05-04,Amy Garcia,MacBook Air,Laptop,3,57182,Chennai,11%,UPI,Delivered,David,13205,476,-
ORD3412,2025-02-25,Kyle Stark,Galaxy Tab,Smartwatch,1,50331,Delhi,13%,Credit Card,Delivered,Sarah,9865,285,Fragile
ORD3413,2025-01-06,Eric Gardner,Galaxy Tab,Tablet,4,105039,Bengaluru,19%,Credit Card,Cancelled,David,-3196,913,-
ORD3414,2024-09-01,Patrick Barajas,Fitbit Charge,Mobile,4,99393,Delhi,20%,UPI,Pending,John,3333,337,No stock
ORD3415,2024-06-24,Barbara Sampson,AirPods Pro,Accessories,3,140503,Chennai,9%,Debit Card,Delayed,David,6658,604,Late delivery
ORD3416,2025-04-02,Shannon Garcia,iPhone 13,Smartwatch,5,102460,Bengaluru,19%,Debit Card,Delivered,Priya,-1864,774,Late delivery
ORD3417,2025-04-22,Kenneth Hernandez,iPhone 13,Accessories,1,16001,Mumbai,6%,Cash,Cancelled,Riya,15884,485,Fragile
ORD3418,2025-03-03,John Walker,OnePlus 11,Laptop,5,115803,Hyderabad,19%,Credit Card,Pending,Arjun,10567,190,Urgent
ORD3419,2024-08-02,Ryan Conner,OnePlus 11,Mobile,2,98477,Bengaluru,5%,Net Banking,Delayed,John,-1063,407,No stock
ORD3420,2024-08-21,Jennifer Lawson,OnePlus 11,Smartwatch,5,73658,Mumbai,12%,Debit Card,Delivered,Priya,902,923,Urgent
ORD3421,2024-11-12,Karen Russell,Galaxy Tab,Mobile,5,136274,Bengaluru,6%,Credit Card,Delayed,Priya,14616,560,Fragile
ORD3422,2024-09-07,Daniel Garcia,OnePlus 11,Smartwatch,4,117429,Delhi,11%,Net Banking,Cancelled,Sarah,12189,194,Fragile
ORD3423,2024-06-30,Erica Woods,iPhone 13,Smartwatch,3,100624,Kolkata,11%,Credit Card,Delayed,John,9632,649,Urgent
ORD3424,2024-08-25,Samuel Parrish,MacBook Air,Laptop,2,98986,Chennai,1%,Debit Card,Cancelled,Riya,10127,239,Late delivery
ORD3425,2024-05-13,Gina Rodriguez,MacBook Air,Smartwatch,5,144642,Kolkata,20%,Net Banking,Delivered,David,-3230,566,-
ORD3426,2025-04-26,Erin Smith,MacBook Air,Laptop,1,115027,Bengaluru,15%,UPI,Cancelled,Priya,7610,363,-
ORD3427,2025-03-18,Jason Singleton,MacBook Air,Tablet,2,77837,Delhi,14%,UPI,Delivered,Riya,5451,132,Late delivery
ORD3428,2024-12-15,Katrina May MD,Galaxy Tab,Laptop,3,126339,Delhi,0%,UPI,Cancelled,Priya,17752,295,Fragile
ORD3429,2024-07-16,Jennifer West,Galaxy Tab,Laptop,4,105475,Hyderabad,19%,Debit Card,Pending,Sarah,11676,166,Urgent
ORD3430,2025-04-19,Trevor Chaney,AirPods Pro,Mobile,4,48925,Mumbai,15%,Debit Card,Delivered,Arjun,9330,454,-
ORD3431,2024-08-19,Kyle Rogers,Fitbit Charge,Laptop,5,31120,Delhi,12%,Cash,Delivered,John,17071,457,Late delivery
ORD3432,2025-04-06,Nichole Griffin,iPhone 13,Smartwatch,4,26130,Mumbai,2%,Debit Card,Delivered,Riya,4185,387,-
ORD3433,2024-09-12,Matthew Mitchell Jr.,AirPods Pro,Smartwatch,2,133051,Kolkata,15%,Credit Card,Delivered,Arjun,9981,734,Fragile
ORD3434,2024-08-19,Carlos Morales,iPhone 13,Mobile,5,5005,Kolkata,16%,Credit Card,Cancelled,Arjun,1040,860,-
ORD3435,2024-08-12,Nicholas Green,Fitbit Charge,Tablet,4,101493,Delhi,8%,Cash,Pending,Riya,-2724,849,Fragile
ORD3436,2025-01-10,Angela Miller,OnePlus 11,Smartwatch,4,67926,Mumbai,19%,UPI,Cancelled,David,-3010,878,Urgent
ORD3437,2025-04-01,Kevin Casey,AirPods Pro,Accessories,1,98730,Chennai,15%,UPI,Pending,Arjun,15677,795,No stock
ORD3438,2024-07-02,James Dominguez,OnePlus 11,Mobile,2,109628,Mumbai,16%,Debit Card,Pending,Priya,11262,704,Fragile
ORD3439,2024-08-05,Kimberly Good,iPhone 13,Accessories,5,16094,Mumbai,4%,Debit Card,Delayed,John,11609,900,Urgent
ORD3440,2025-03-25,Janet Romero,Galaxy Tab,Mobile,5,41896,Mumbai,17%,Net Banking,Delivered,David,17267,568,No stock
ORD3441,2024-10-25,Jay Smith,Fitbit Charge,Tablet,3,103197,Kolkata,11%,Cash,Pending,Sarah,16683,166,Late delivery
ORD3442,2025-02-19,Jeanette Wagner,iPhone 13,Mobile,2,118791,Bengaluru,5%,Credit Card,Delivered,John,-1985,942,-
ORD3443,2025-03-25,Samantha Moran,iPhone 13,Laptop,2,83294,Hyderabad,13%,UPI,Cancelled,Arjun,15748,163,Late delivery
ORD3444,2025-01-01,Erin Rogers,MacBook Air,Tablet,5,48991,Kolkata,14%,Net Banking,Pending,Sarah,2834,752,Fragile
ORD3445,2024-06-14,Lindsey Chavez,Fitbit Charge,Smartwatch,3,11017,Bengaluru,13%,UPI,Pending,David,17314,367,No stock
ORD3446,2024-06-09,Derek Richard,Galaxy Tab,Smartwatch,1,119300,Hyderabad,5%,UPI,Pending,Priya,12711,900,Fragile
ORD3447,2025-02-06,Kelsey Rice,AirPods Pro,Tablet,3,32870,Kolkata,11%,Credit Card,Cancelled,Priya,3232,354,No stock
ORD3448,2025-02-09,Lisa Barrett,Fitbit Charge,Smartwatch,1,9290,Bengaluru,3%,UPI,Delayed,Arjun,18480,211,Late delivery
ORD3449,2024-07-06,Tracy Wilson,AirPods Pro,Accessories,4,17583,Kolkata,3%,Net Banking,Cancelled,Arjun,19583,574,Fragile
ORD3450,2025-02-21,Veronica Alvarez,MacBook Air,Accessories,4,47694,Mumbai,0%,Debit Card,Delayed,Arjun,-410,685,Urgent
ORD3451,2024-05-25,Joe Allen,Galaxy Tab,Tablet,3,121778,Chennai,11%,Credit Card,Pending,Priya,14419,865,Fragile
ORD3452,2025-04-16,David Logan,Galaxy Tab,Tablet,1,131656,Delhi,18%,UPI,Cancelled,David,10241,248,Fragile
ORD3453,2025-01-01,Guy Zimmerman,MacBook Air,Mobile,4,73646,Mumbai,19%,Net Banking,Pending,Riya,3256,927,-
ORD3454,2024-06-03,Elaine Williams DVM,MacBook Air,Smartwatch,5,148496,Delhi,20%,Cash,Delivered,Arjun,9948,746,No stock
ORD3455,2025-01-13,Benjamin Cain,iPhone 13,Smartwatch,4,108012,Delhi,19%,Net Banking,Cancelled,Riya,17907,248,-
ORD3456,2025-02-25,Andrew Hogan,AirPods Pro,Smartwatch,2,79584,Chennai,13%,Cash,Cancelled,Priya,19641,630,Fragile
ORD3457,2025-03-16,Casey Suarez DDS,OnePlus 11,Smartwatch,3,99268,Kolkata,18%,Credit Card,Delivered,Sarah,9413,417,Fragile
ORD3458,2024-06-17,Mrs. Emily Duke,OnePlus 11,Tablet,3,29146,Hyderabad,2%,UPI,Pending,Sarah,11004,623,-
ORD3459,2025-03-06,Brandon Love,OnePlus 11,Accessories,2,30237,Mumbai,11%,Net Banking,Delivered,David,6200,185,Late delivery
